customer_id,gender,senior_citizen,partner,dependents,tenure,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract,paperless_billing,payment_method,monthly_charges,total_charges,churn
CUST0520,Female,0,Yes,No,14,No,No,Fiber optic,No internet service,No,Yes,No internet service,No,No internet service,Month-to-month,Yes,Credit card,73.1,1021.39,No
CUST0521,Female,0,Yes,Yes,38,No,No phone service,Fiber optic,No,No,No,No,No,No internet service,Month-to-month,Yes,Bank transfer,88.3,3349.18,No
CUST0522,Male,0,Yes,Yes,69,Yes,Yes,Fiber optic,No internet service,Yes,Yes,No internet service,No,Yes,Two year,Yes,Bank transfer,83.74,5783.24,No
CUST0523,Female,1,No,Yes,0,Yes,No,Fiber optic,Yes,Yes,Yes,No,No internet service,No,Month-to-month,Yes,Mailed check,108.13,-8.18,No
CUST0524,Male,1,No,Yes,22,Yes,No,DSL,Yes,No internet service,No,Yes,Yes,No,Two year,Yes,Mailed check,78.6,1729.5,No
CUST0525,Female,1,Yes,No,38,Yes,Yes,DSL,No internet service,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,97.86,3709.96,No
CUST0526,Male,0,Yes,No,56,Yes,No phone service,DSL,Yes,No,No internet service,No internet service,No,Yes,Two year,No,Electronic check,44.87,2509.85,No
CUST0527,Male,1,No,Yes,33,Yes,Yes,DSL,Yes,No,No internet service,Yes,Yes,No,Month-to-month,Yes,Credit card,87.82,2900.08,No
CUST0528,Female,0,No,No,40,Yes,No,DSL,No internet service,Yes,No internet service,No,No,No,Month-to-month,No,Electronic check,110.22,4409.92,No
CUST0529,Female,0,No,No,72,Yes,No phone service,DSL,Yes,No internet service,No internet service,Yes,No,Yes,Month-to-month,No,Electronic check,58.57,4215.13,No
CUST0530,Female,0,No,Yes,12,Yes,No,DSL,No,Yes,No internet service,No,Yes,No,One year,No,Credit card,97.91,1173.5,No
CUST0531,Male,0,No,Yes,69,Yes,Yes,No,No internet service,Yes,Yes,No internet service,No,No,Two year,No,Mailed check,92.48,6375.66,No
CUST0532,Female,0,No,No,5,Yes,No phone service,Fiber optic,No,Yes,Yes,No internet service,Yes,No,Month-to-month,No,Credit card,25.95,128.87,No
CUST0533,Male,0,No,No,51,Yes,No,Fiber optic,Yes,No internet service,No internet service,Yes,No,Yes,Two year,No,Bank transfer,78.15,3994.72,No
CUST0534,Male,0,No,Yes,2,Yes,No,Fiber optic,Yes,Yes,No internet service,Yes,Yes,Yes,Month-to-month,No,Mailed check,33.02,73.05,No
CUST0535,Male,0,No,Yes,62,Yes,No,DSL,No internet service,No,Yes,Yes,No,No,One year,No,Credit card,116.73,7230.16,No
CUST0536,Female,0,Yes,Yes,48,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Two year,Yes,Electronic check,101.14,4845.32,No
CUST0537,Female,0,Yes,No,46,No,No phone service,DSL,No internet service,No,Yes,No internet service,No,Yes,Month-to-month,No,Credit card,30.97,1433.29,No
CUST0538,Male,0,Yes,Yes,54,Yes,Yes,Fiber optic,No internet service,No internet service,Yes,Yes,No,No,Month-to-month,No,Mailed check,32.18,1738.25,No
CUST0539,Male,0,No,Yes,63,Yes,Yes,DSL,No internet service,Yes,Yes,Yes,No,Yes,Two year,No,Bank transfer,79.45,5006.11,No
CUST0540,Female,0,Yes,No,64,Yes,Yes,No,No internet service,No internet service,Yes,Yes,Yes,No,Two year,Yes,Electronic check,54.49,3492.97,No
CUST0541,Male,0,No,No,66,Yes,No phone service,DSL,No internet service,Yes,Yes,No,No internet service,Yes,Two year,No,Bank transfer,23.49,1546.63,No
CUST0542,Female,0,No,No,14,Yes,Yes,DSL,No,No,No,Yes,No,No internet service,Two year,Yes,Bank transfer,74.16,1037.88,No
CUST0543,Male,0,Yes,No,31,Yes,Yes,No,No internet service,Yes,No internet service,Yes,No,No internet service,Month-to-month,No,Electronic check,58.78,1831.55,No
CUST0544,Female,0,No,No,67,Yes,Yes,DSL,No,Yes,No internet service,No,Yes,Yes,Two year,No,Credit card,30.11,2020.81,No
CUST0545,Male,1,Yes,Yes,17,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No internet service,Month-to-month,Yes,Credit card,100.19,1696.3,No
CUST0546,Female,0,Yes,Yes,42,Yes,No,Fiber optic,No internet service,No internet service,No internet service,Yes,No,No,Two year,No,Bank transfer,111.51,4676.08,No
CUST0547,Male,0,Yes,No,34,Yes,Yes,Fiber optic,Yes,Yes,No internet service,Yes,No,Yes,Month-to-month,Yes,Credit card,95.66,3246.53,No
CUST0548,Female,0,No,No,57,No,No,No,No internet service,Yes,No internet service,No,No,Yes,Month-to-month,Yes,Mailed check,102.24,5833.01,No
CUST0549,Female,1,Yes,No,32,No,Yes,No,No,Yes,No,No internet service,No internet service,No,Month-to-month,No,Bank transfer,41.65,1328.71,No
CUST0550,Male,0,No,No,13,Yes,No phone service,DSL,No,No internet service,No,No,No internet service,No,Month-to-month,No,Bank transfer,46.36,593.11,Yes
CUST0551,Male,1,Yes,No,33,Yes,No,Fiber optic,No,No internet service,No internet service,No internet service,No,Yes,Month-to-month,Yes,Bank transfer,40.85,1356.93,No
CUST0552,Female,0,Yes,Yes,60,Yes,No,Fiber optic,Yes,No internet service,No internet service,Yes,No,No,Two year,Yes,Mailed check,96.51,5783.99,No
CUST0553,Male,1,Yes,Yes,3,Yes,No,Fiber optic,No internet service,Yes,No internet service,Yes,No,Yes,Two year,No,Bank transfer,114.79,334.56,No
CUST0554,Female,0,No,Yes,58,Yes,No,DSL,Yes,No,Yes,No internet service,No internet service,No,Month-to-month,No,Credit card,91.68,5312.18,Yes
CUST0555,Male,1,No,Yes,28,No,No phone service,Fiber optic,No,No,Yes,No,No internet service,Yes,One year,No,Credit card,108.15,3022.9,No
CUST0556,Female,0,No,No,5,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,One year,Yes,Credit card,83.87,417.79,No
CUST0557,Female,0,Yes,Yes,48,Yes,No,No,No,Yes,No,No internet service,Yes,No,Month-to-month,No,Credit card,58.77,2829.37,No
CUST0558,Female,0,Yes,No,39,Yes,No phone service,Fiber optic,No,No,No internet service,No,No,No internet service,Month-to-month,Yes,Bank transfer,62.58,2448.2,No
CUST0559,Female,0,No,No,64,No,No,DSL,No,No,No,No internet service,No,No internet service,Two year,No,Mailed check,27.53,1761.06,No
CUST0560,Female,0,No,No,68,Yes,Yes,DSL,No internet service,No,No,No,No internet service,No internet service,One year,Yes,Electronic check,23.15,1572.42,No
CUST0561,Female,1,No,Yes,26,Yes,No,Fiber optic,No internet service,Yes,No,No,No,No,Month-to-month,Yes,Credit card,89.55,2329.4,No
CUST0562,Male,1,No,No,5,Yes,No phone service,Fiber optic,No,No,No internet service,No,No,Yes,One year,No,Electronic check,63.84,314.07,No
CUST0563,Male,0,No,Yes,12,Yes,Yes,Fiber optic,Yes,No,Yes,No,No internet service,No,Month-to-month,Yes,Electronic check,75.22,893.68,Yes
CUST0564,Male,0,No,Yes,63,Yes,No phone service,DSL,Yes,Yes,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer,75.77,4782.29,No
CUST0565,Female,0,Yes,No,61,No,Yes,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No,Month-to-month,Yes,Credit card,47.74,2905.87,Yes
CUST0566,Female,0,No,No,18,Yes,Yes,Fiber optic,No,No,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card,67.59,1210.59,Yes
CUST0567,Female,0,Yes,No,42,Yes,Yes,No,Yes,No internet service,No,No internet service,Yes,No internet service,One year,Yes,Credit card,67.08,2816.81,No
CUST0568,Female,0,Yes,Yes,19,Yes,No,Fiber optic,No,No,No,No internet service,No internet service,Yes,Two year,No,Electronic check,58.84,1117.79,No
CUST0569,Male,0,No,No,67,Yes,No phone service,DSL,Yes,Yes,Yes,No,No internet service,Yes,Month-to-month,No,Credit card,102.07,6829.06,No
CUST0570,Male,0,No,Yes,43,Yes,No phone service,Fiber optic,No internet service,No internet service,Yes,Yes,No,No internet service,Month-to-month,Yes,Credit card,65.12,2793.12,No
CUST0571,Female,0,Yes,No,22,Yes,No phone service,DSL,No,No internet service,Yes,Yes,No,No internet service,One year,No,Mailed check,80.36,1765.48,No
CUST0572,Male,0,No,No,1,Yes,Yes,No,No,No internet service,No internet service,No internet service,No,No,Two year,Yes,Bank transfer,109.55,113.22,No
CUST0573,Male,0,No,Yes,21,Yes,No,DSL,Yes,No internet service,No,No internet service,Yes,No internet service,One year,Yes,Credit card,106.62,2233.59,No
CUST0574,Female,0,Yes,Yes,56,Yes,Yes,Fiber optic,Yes,No,No internet service,Yes,No internet service,No,Two year,No,Credit card,109.04,6104.7,No
CUST0575,Male,1,Yes,Yes,71,Yes,No phone service,DSL,Yes,No,Yes,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer,47.0,3338.15,Yes
CUST0576,Female,0,Yes,Yes,6,Yes,No,Fiber optic,No,No internet service,No,No internet service,Yes,Yes,One year,Yes,Bank transfer,23.5,148.77,No
CUST0577,Male,0,No,Yes,55,Yes,No,Fiber optic,No internet service,No,Yes,No,No internet service,Yes,Month-to-month,Yes,Electronic check,46.11,2532.57,No
CUST0578,Female,0,Yes,Yes,66,Yes,No,Fiber optic,No internet service,No internet service,No,Yes,No,No internet service,Month-to-month,No,Electronic check,47.87,3152.09,No
CUST0579,Female,0,No,No,15,Yes,No phone service,DSL,Yes,No internet service,No,Yes,Yes,No,Month-to-month,No,Electronic check,110.94,1663.89,No
CUST0580,Female,1,Yes,No,50,Yes,No,DSL,No internet service,Yes,No internet service,No internet service,No internet service,No,Month-to-month,Yes,Bank transfer,84.92,4250.93,No
CUST0581,Female,0,Yes,Yes,71,Yes,No,DSL,Yes,No internet service,No internet service,No,Yes,No,Two year,Yes,Mailed check,28.17,1992.27,No
CUST0582,Male,0,Yes,No,11,Yes,Yes,Fiber optic,No internet service,No,Yes,No internet service,Yes,No internet service,Two year,Yes,Credit card,33.54,367.43,No
CUST0583,Female,0,No,Yes,52,Yes,Yes,DSL,No,No internet service,No internet service,Yes,No internet service,No internet service,Month-to-month,Yes,Bank transfer,35.57,1840.0,No
CUST0584,Female,1,No,No,4,Yes,No,Fiber optic,Yes,Yes,No internet service,No,No,Yes,Month-to-month,Yes,Mailed check,83.04,322.83,No
CUST0585,Female,1,Yes,No,26,Yes,No,Fiber optic,No internet service,No,No internet service,No internet service,No internet service,Yes,Month-to-month,No,Bank transfer,93.54,2431.7,No
CUST0586,Male,0,Yes,Yes,11,Yes,Yes,Fiber optic,No,Yes,No,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,105.96,1161.52,Yes
CUST0587,Female,0,Yes,Yes,16,No,Yes,Fiber optic,No internet service,Yes,No internet service,No internet service,No,Yes,One year,No,Bank transfer,114.06,1831.86,No
CUST0588,Male,0,No,Yes,5,Yes,Yes,Fiber optic,No,No internet service,Yes,Yes,No internet service,No,Two year,No,Bank transfer,40.17,202.89,No
CUST0589,Female,1,Yes,No,4,Yes,No phone service,DSL,No,Yes,No,No internet service,No internet service,No,Two year,Yes,Mailed check,50.98,203.0,No
CUST0590,Male,0,No,Yes,56,Yes,No phone service,Fiber optic,No internet service,Yes,No,No,No internet service,No internet service,One year,Yes,Mailed check,44.03,2463.84,No
CUST0591,Male,1,Yes,No,27,No,Yes,Fiber optic,No internet service,No,No internet service,No internet service,Yes,No,Two year,No,Mailed check,55.88,1508.7,No
CUST0592,Female,0,Yes,Yes,68,Yes,No,DSL,No,Yes,No,Yes,Yes,No internet service,Month-to-month,No,Mailed check,111.47,7570.77,Yes
CUST0593,Male,0,Yes,No,58,Yes,Yes,Fiber optic,No,No internet service,Yes,No internet service,Yes,No,Month-to-month,Yes,Mailed check,77.51,4503.44,No
CUST0594,Female,0,Yes,No,32,Yes,No phone service,Fiber optic,No,No internet service,Yes,Yes,No internet service,No internet service,Month-to-month,No,Mailed check,93.82,3012.21,Yes
CUST0595,Female,0,Yes,Yes,61,Yes,No,Fiber optic,Yes,No internet service,No,Yes,No,No,Month-to-month,Yes,Mailed check,69.01,4203.24,No
CUST0596,Female,0,Yes,No,49,Yes,No phone service,DSL,No,Yes,No internet service,No,Yes,No,One year,Yes,Mailed check,22.89,1114.02,No
CUST0597,Male,0,No,No,18,Yes,No,Fiber optic,Yes,No,No internet service,No,No,Yes,Month-to-month,Yes,Bank transfer,26.42,468.43,Yes
CUST0598,Male,0,Yes,Yes,68,Yes,No phone service,DSL,No,No internet service,No,No internet service,No internet service,Yes,Month-to-month,No,Mailed check,73.79,5020.94,No
CUST0599,Female,0,No,No,65,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,91.88,5975.43,No
CUST0600,Female,0,Yes,Yes,46,Yes,No,No,No,No internet service,No,Yes,No internet service,Yes,Two year,No,Bank transfer,41.53,1917.34,Yes
CUST0601,Male,0,Yes,Yes,38,Yes,No,Fiber optic,No,No internet service,No internet service,No,No,Yes,Month-to-month,No,Bank transfer,92.19,3508.26,Yes
CUST0602,Female,1,No,Yes,67,Yes,No,Fiber optic,No,No,No internet service,No,Yes,Yes,One year,No,Electronic check,101.07,6770.68,Yes
CUST0603,Female,1,Yes,Yes,32,Yes,No phone service,DSL,No internet service,No internet service,No,No internet service,Yes,No internet service,One year,Yes,Electronic check,61.19,1960.34,No
CUST0604,Female,1,No,No,12,Yes,No phone service,Fiber optic,No internet service,No,Yes,Yes,Yes,No internet service,Month-to-month,No,Mailed check,94.64,1139.45,No
CUST0605,Male,1,No,No,53,No,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,60.4,3201.45,No
CUST0606,Male,0,Yes,No,6,Yes,No,DSL,Yes,No internet service,Yes,No internet service,No,No internet service,Two year,Yes,Electronic check,87.84,526.55,No
CUST0607,Male,0,No,Yes,13,Yes,No phone service,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,96.4,1256.1,No
CUST0608,Female,0,No,No,18,Yes,No,DSL,No,Yes,No,Yes,No internet service,No internet service,Two year,No,Credit card,119.19,2146.57,No
CUST0609,Female,0,Yes,No,53,Yes,No,Fiber optic,No internet service,Yes,No,No,Yes,No,Month-to-month,No,Credit card,54.54,2893.5,No
CUST0610,Female,0,No,Yes,19,No,No,Fiber optic,Yes,No internet service,Yes,No internet service,No,No internet service,Month-to-month,No,Mailed check,61.1,1163.16,Yes
CUST0611,Male,0,Yes,Yes,28,Yes,Yes,DSL,No internet service,No,Yes,No,Yes,No internet service,Two year,No,Credit card,36.56,1028.06,No
CUST0612,Female,0,Yes,No,23,Yes,No,DSL,Yes,No internet service,Yes,No internet service,No,No internet service,Two year,No,Electronic check,40.41,932.29,No
CUST0613,Female,0,Yes,Yes,62,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,Two year,No,Mailed check,89.34,5539.47,No
CUST0614,Female,0,Yes,Yes,56,Yes,No,DSL,No internet service,No,No internet service,No internet service,No internet service,Yes,One year,No,Bank transfer,111.7,6258.84,No
CUST0615,Female,0,No,Yes,7,Yes,No phone service,Fiber optic,Yes,Yes,No,No internet service,Yes,No internet service,Two year,No,Bank transfer,59.46,415.21,Yes
CUST0616,Male,0,Yes,Yes,61,Yes,Yes,Fiber optic,No,No,Yes,No internet service,Yes,No internet service,Two year,Yes,Electronic check,37.98,2311.61,No
CUST0617,Male,0,Yes,No,28,Yes,Yes,DSL,No,No internet service,No,No internet service,Yes,No,Two year,No,Credit card,48.51,1348.31,No
CUST0618,Female,1,No,Yes,16,Yes,No,DSL,No,No,Yes,No internet service,No internet service,Yes,Month-to-month,Yes,Bank transfer,65.51,1049.36,No
CUST0619,Male,0,Yes,Yes,65,Yes,No,Fiber optic,No internet service,No internet service,No,No,No internet service,No internet service,Month-to-month,Yes,Credit card,49.07,3191.36,No
CUST0620,Male,0,Yes,Yes,5,No,Yes,Fiber optic,No internet service,Yes,No,No internet service,No,No,Two year,Yes,Bank transfer,43.36,226.24,No
CUST0621,Female,1,No,Yes,57,Yes,No phone service,DSL,No,No,Yes,No internet service,No,Yes,Month-to-month,Yes,Credit card,93.6,5332.43,No
CUST0622,Female,1,No,Yes,68,Yes,No phone service,DSL,No internet service,Yes,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer,20.78,1410.92,No
CUST0623,Male,1,No,Yes,27,Yes,No,Fiber optic,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer,73.92,1989.88,Yes
CUST0624,Female,0,No,Yes,61,Yes,No phone service,DSL,No,No internet service,No,Yes,No internet service,No internet service,Month-to-month,Yes,Mailed check,99.38,6053.59,No
CUST0625,Male,0,No,Yes,40,Yes,No phone service,DSL,No,No,No,No,No internet service,No internet service,Month-to-month,Yes,Mailed check,46.62,1870.26,No
CUST0626,Female,0,No,No,68,Yes,No,Fiber optic,No internet service,No,No internet service,No,No,No internet service,Month-to-month,Yes,Electronic check,80.33,5457.43,No
CUST0627,Male,0,No,Yes,40,Yes,No phone service,Fiber optic,No,No internet service,Yes,No internet service,No internet service,No,Two year,No,Bank transfer,86.89,3477.78,No
CUST0628,Female,0,Yes,No,48,Yes,No,Fiber optic,Yes,No internet service,No internet service,No,No,No,Month-to-month,Yes,Credit card,85.5,4107.76,No
CUST0629,Male,0,No,Yes,48,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,No internet service,No,No internet service,Month-to-month,Yes,Bank transfer,64.58,3099.26,Yes
CUST0630,Male,0,No,Yes,70,Yes,No,Fiber optic,No internet service,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card,54.66,3833.73,No
CUST0631,Male,0,No,Yes,2,Yes,Yes,DSL,No,Yes,Yes,No internet service,Yes,No internet service,Month-to-month,Yes,Credit card,103.59,206.06,Yes
CUST0632,Female,0,Yes,Yes,9,Yes,Yes,DSL,No,No,No internet service,No internet service,Yes,Yes,Month-to-month,No,Bank transfer,95.84,858.26,Yes
CUST0633,Male,0,Yes,No,34,Yes,No phone service,DSL,No,No,Yes,Yes,No,Yes,One year,No,Credit card,52.13,1780.34,No
CUST0634,Male,0,No,Yes,1,Yes,No phone service,DSL,No internet service,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,30.3,37.53,Yes
CUST0635,Female,0,No,Yes,23,Yes,No phone service,Fiber optic,No,No internet service,No,Yes,Yes,No,Two year,Yes,Mailed check,27.18,618.42,No
CUST0636,Female,0,No,No,37,Yes,No,Fiber optic,Yes,No,No internet service,Yes,Yes,Yes,Month-to-month,Yes,Credit card,29.43,1079.43,No
CUST0637,Male,1,Yes,No,21,Yes,No phone service,No,No,Yes,No internet service,No internet service,No internet service,Yes,Month-to-month,No,Bank transfer,78.29,1635.89,No
CUST0638,Male,0,Yes,Yes,25,Yes,Yes,Fiber optic,No,No internet service,Yes,No,No,No,Month-to-month,No,Mailed check,25.17,624.98,No
CUST0639,Female,0,No,No,42,Yes,No phone service,DSL,No internet service,No internet service,Yes,No internet service,Yes,Yes,Month-to-month,No,Electronic check,53.69,2264.43,Yes
CUST0640,Female,0,Yes,No,54,Yes,No phone service,DSL,No,No,No internet service,Yes,No internet service,Yes,One year,Yes,Credit card,95.32,5148.45,No
CUST0641,Female,0,No,No,38,Yes,No,Fiber optic,No internet service,No internet service,No internet service,Yes,No internet service,No internet service,Two year,Yes,Credit card,49.43,1875.81,No
CUST0642,Female,0,Yes,Yes,28,Yes,No,Fiber optic,No,No internet service,No,No,No internet service,Yes,One year,Yes,Mailed check,96.33,2705.01,No
CUST0643,Female,0,Yes,Yes,19,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card,94.55,1795.51,No
CUST0644,Male,0,No,Yes,40,Yes,No,Fiber optic,Yes,Yes,Yes,No internet service,No internet service,Yes,Month-to-month,Yes,Bank transfer,44.58,1779.5,No
CUST0645,Female,0,No,No,53,Yes,No phone service,Fiber optic,No internet service,No internet service,No,No internet service,No,Yes,Month-to-month,Yes,Mailed check,92.88,4931.46,No
CUST0646,Male,1,No,Yes,19,Yes,No,Fiber optic,No internet service,Yes,Yes,No internet service,No internet service,Yes,Two year,No,Mailed check,94.78,1807.81,Yes
CUST0647,Male,0,No,No,18,Yes,Yes,DSL,No,No internet service,Yes,No internet service,No internet service,No,Month-to-month,No,Credit card,59.75,1082.37,Yes
CUST0648,Male,0,Yes,Yes,65,Yes,No phone service,Fiber optic,No,No,Yes,No internet service,No internet service,Yes,One year,No,Electronic check,41.04,2667.85,No
CUST0649,Female,1,Yes,Yes,29,Yes,Yes,Fiber optic,Yes,Yes,No,No,No internet service,Yes,Month-to-month,Yes,Electronic check,72.13,2097.56,No
CUST0650,Male,1,Yes,No,52,Yes,No,DSL,No,No internet service,No internet service,No internet service,No,No,Month-to-month,No,Electronic check,112.14,5824.87,Yes
CUST0651,Male,0,No,Yes,33,Yes,No,Fiber optic,Yes,No internet service,No internet service,Yes,Yes,No,Month-to-month,No,Electronic check,83.96,2772.14,Yes
CUST0652,Female,0,Yes,No,21,Yes,Yes,DSL,No internet service,Yes,No,Yes,No,Yes,Month-to-month,No,Mailed check,37.29,792.77,No
CUST0653,Male,0,No,No,66,Yes,No phone service,No,No,Yes,No internet service,Yes,No,Yes,One year,Yes,Mailed check,88.28,5822.3,No
CUST0654,Male,0,Yes,Yes,5,Yes,No,DSL,No internet service,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card,62.72,319.49,Yes
CUST0655,Female,0,No,No,26,Yes,No,Fiber optic,No,No internet service,No internet service,No,No internet service,No internet service,One year,No,Electronic check,79.15,2057.71,No
CUST0656,Male,0,No,Yes,9,Yes,No phone service,DSL,Yes,No,No,Yes,Yes,No internet service,Month-to-month,Yes,Electronic check,93.41,831.49,Yes
CUST0657,Male,0,Yes,Yes,72,Yes,No,Fiber optic,No internet service,No,No internet service,No,Yes,Yes,Two year,Yes,Credit card,71.49,5152.54,No
CUST0658,Male,1,No,No,47,Yes,Yes,DSL,No internet service,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card,101.4,4759.17,Yes
CUST0659,Female,1,No,Yes,69,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card,92.22,6365.81,No
CUST0660,Female,0,Yes,No,58,Yes,No,Fiber optic,No internet service,No,No,No,No internet service,No,Two year,No,Bank transfer,81.51,4719.29,No
CUST0661,Female,0,No,Yes,58,Yes,No phone service,No,Yes,Yes,No,No,No,No,Two year,Yes,Credit card,35.08,2043.58,No
CUST0662,Male,0,No,Yes,1,Yes,Yes,DSL,No internet service,Yes,No,Yes,No internet service,No,Month-to-month,No,Credit card,103.59,99.42,Yes
CUST0663,Male,0,No,Yes,28,Yes,No phone service,DSL,No internet service,No,Yes,No,No,Yes,One year,No,Bank transfer,113.59,3175.05,No
CUST0664,Female,0,Yes,Yes,67,Yes,No,Fiber optic,No,No,No internet service,No internet service,No internet service,Yes,Month-to-month,Yes,Electronic check,33.7,2250.48,No
CUST0665,Male,0,Yes,Yes,64,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,Yes,No,Month-to-month,Yes,Mailed check,68.82,4413.4,No
CUST0666,Male,0,No,No,25,Yes,No phone service,No,No,No,No,Yes,Yes,No internet service,Month-to-month,Yes,Electronic check,45.89,1151.49,No
CUST0667,Female,0,Yes,No,9,Yes,No phone service,DSL,No,No internet service,No internet service,No internet service,Yes,No internet service,Month-to-month,No,Mailed check,95.45,863.88,No
CUST0668,Female,0,No,No,52,No,No phone service,Fiber optic,No internet service,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,92.16,4792.31,Yes
CUST0669,Male,0,No,No,58,Yes,Yes,DSL,Yes,No,No,No internet service,No,No,Month-to-month,No,Credit card,34.09,1976.71,No
CUST0670,Male,0,No,No,21,No,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Credit card,107.7,2253.9,No
CUST0671,Male,0,No,No,50,No,No phone service,Fiber optic,No internet service,No,Yes,Yes,No,No,One year,No,Bank transfer,38.1,1906.2,No
CUST0672,Female,1,No,Yes,47,Yes,No,Fiber optic,No,No internet service,Yes,No internet service,Yes,No internet service,Month-to-month,No,Electronic check,99.73,4682.25,Yes
CUST0673,Female,0,Yes,Yes,20,Yes,Yes,Fiber optic,Yes,No internet service,Yes,Yes,No internet service,Yes,One year,No,Electronic check,65.7,1323.54,No
CUST0674,Female,0,No,No,21,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,52.83,1115.36,Yes
CUST0675,Female,0,Yes,No,29,Yes,Yes,Fiber optic,No,No,No internet service,No internet service,No internet service,No,Month-to-month,No,Credit card,35.82,1037.04,Yes
CUST0676,Male,0,Yes,Yes,24,Yes,Yes,Fiber optic,Yes,No internet service,No internet service,Yes,No,No internet service,Month-to-month,No,Credit card,36.76,875.27,Yes
CUST0677,Female,0,No,Yes,27,Yes,No,No,No internet service,Yes,Yes,Yes,Yes,No,Two year,No,Electronic check,86.19,2332.84,Yes
CUST0678,Female,0,No,Yes,64,Yes,Yes,DSL,No internet service,Yes,Yes,No internet service,No internet service,Yes,One year,No,Bank transfer,75.04,4795.0,No
CUST0679,Female,0,Yes,No,44,Yes,Yes,DSL,No,Yes,No,Yes,No,No internet service,Two year,Yes,Credit card,32.21,1411.03,Yes
CUST0680,Female,0,Yes,No,67,Yes,No phone service,DSL,Yes,No internet service,No internet service,No internet service,No,No internet service,Month-to-month,No,Bank transfer,31.27,2089.32,Yes
CUST0681,Female,1,Yes,No,6,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,Yes,No,Yes,Month-to-month,No,Electronic check,27.23,164.52,Yes
CUST0682,Male,0,No,Yes,48,Yes,No phone service,DSL,No internet service,Yes,Yes,No,No,No internet service,Month-to-month,Yes,Electronic check,94.38,4535.98,No
CUST0683,Male,0,Yes,Yes,8,Yes,Yes,No,No internet service,Yes,No internet service,No internet service,Yes,No,Month-to-month,Yes,Bank transfer,91.19,725.81,No
CUST0684,Female,1,No,No,35,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card,25.84,896.09,Yes
CUST0685,Male,0,No,No,0,No,No phone service,Fiber optic,No,No internet service,No,No internet service,No,No internet service,One year,No,Electronic check,76.03,-0.71,No
CUST0686,Female,1,No,Yes,9,Yes,Yes,DSL,No internet service,No internet service,No internet service,Yes,Yes,Yes,Month-to-month,No,Mailed check,28.47,261.19,Yes
CUST0687,Female,0,Yes,Yes,35,Yes,No,Fiber optic,No internet service,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,110.37,3857.38,Yes
CUST0688,Male,0,No,Yes,72,Yes,No,No,Yes,Yes,No internet service,Yes,No internet service,Yes,Two year,No,Credit card,110.71,7965.52,Yes
CUST0689,Male,0,No,Yes,45,Yes,Yes,DSL,Yes,No internet service,No,No internet service,No internet service,No,One year,No,Mailed check,89.82,4050.84,No
CUST0690,Female,0,No,No,31,Yes,No,No,Yes,No,Yes,No internet service,No,No,Month-to-month,Yes,Electronic check,112.62,3500.3,Yes
CUST0691,Female,0,No,Yes,31,Yes,No phone service,Fiber optic,No,Yes,No internet service,No internet service,Yes,No internet service,Month-to-month,Yes,Credit card,101.15,3145.46,No
CUST0692,Female,0,No,Yes,5,Yes,Yes,No,No internet service,No internet service,Yes,No internet service,Yes,No internet service,Month-to-month,No,Credit card,102.85,520.4,No
CUST0693,Male,0,Yes,Yes,47,Yes,Yes,Fiber optic,No,No internet service,Yes,No internet service,Yes,Yes,Month-to-month,No,Electronic check,76.97,3611.35,No
CUST0694,Female,0,No,No,37,No,No phone service,DSL,No internet service,No,No,No,No,No internet service,One year,No,Credit card,50.61,1866.81,No
